,gamma,PHI,x_vals,llh,delta_llh
1527,3.446938775510204,1.4000000000000004,"[-1.07136708e-02  7.99854696e+00  5.47722555e-01  1.49331809e-01
  7.58287540e-01 -1.74822913e+02]",-293614.10872318025,5.575318501854781
1528,3.446938775510204,1.4500000000000002,"[-1.50305099e-02  7.99854696e+00  5.47081870e-01  1.49331844e-01
  7.58788385e-01 -1.74822888e+02]",-293612.2114044697,7.472637212427799
1529,3.446938775510204,1.5,"[-1.75343576e-02  7.99854696e+00  5.43139017e-01  1.49331851e-01
  7.61577309e-01 -1.74822907e+02]",-293609.75530768,9.928734002111014
1530,3.4795918367346936,-1.0,"[ 3.02622025e-02  7.99854696e+00  5.52267831e-01  1.49331836e-01
  7.51665280e-01 -1.74820687e+02]",-293596.7837568683,22.900284813833423
1531,3.4795918367346936,-0.95,"[ 3.02617133e-02  7.99854696e+00  5.52268050e-01  1.49331776e-01
  7.51665054e-01 -1.74820687e+02]",-293596.8150175332,22.869024148909375
1532,3.4795918367346936,-0.9,"[ 3.02607441e-02  7.99854696e+00  5.52267957e-01  1.49331831e-01
  7.51664823e-01 -1.74820687e+02]",-293596.850035611,22.8340060710907
1533,3.4795918367346936,-0.85,"[ 3.02605206e-02  7.99854696e+00  5.52267989e-01  1.49331842e-01
  7.51664790e-01 -1.74820687e+02]",-293596.8892553919,22.794786290207412
1534,3.4795918367346936,-0.8,"[ 3.02601444e-02  7.99854696e+00  5.52268040e-01  1.49331818e-01
  7.51664822e-01 -1.74820687e+02]",-293596.9331782921,22.75086338998517
1535,3.4795918367346936,-0.75,"[ 3.02600805e-02  7.99854696e+00  5.52268050e-01  1.49331822e-01
  7.51664812e-01 -1.74820687e+02]",-293596.9823540427,22.701687639404554
1536,3.4795918367346936,-0.7,"[ 3.02598409e-02  7.99854696e+00  5.52268026e-01  1.49331833e-01
  7.51664833e-01 -1.74820687e+02]",-293597.0373978025,22.646643879590556
1537,3.4795918367346936,-0.6499999999999999,"[ 3.02596816e-02  7.99854696e+00  5.52268049e-01  1.49331838e-01
  7.51664809e-01 -1.74820687e+02]",-293597.098993,22.585048682114575
1538,3.4795918367346936,-0.6,"[ 2.99812662e-02  7.99854696e+00  5.52268044e-01  1.49318619e-01
  7.51663579e-01 -1.74820673e+02]",-293597.1685737509,22.51546793122543
1539,3.4795918367346936,-0.55,"[ 2.99669916e-02  7.99854696e+00  5.52266707e-01  1.49319326e-01
  7.51664658e-01 -1.74820672e+02]",-293597.24588909704,22.4381525850622
1540,3.4795918367346936,-0.5,"[ 2.99579478e-02  7.99854696e+00  5.52268046e-01  1.49318894e-01
  7.51665285e-01 -1.74820672e+02]",-293597.3323402763,22.35170140583068
1541,3.4795918367346936,-0.44999999999999996,"[ 2.98573337e-02  7.99854696e+00  5.52268043e-01  1.49313620e-01
  7.51654662e-01 -1.74820667e+02]",-293597.4290871696,22.25495451252209
1542,3.4795918367346936,-0.3999999999999999,"[ 2.98573134e-02  7.99854696e+00  5.52268046e-01  1.49313619e-01
  7.51654664e-01 -1.74820667e+02]",-293597.5370484733,22.146993208792992
1543,3.4795918367346936,-0.35,"[ 2.95089207e-02  7.99854696e+00  5.52268097e-01  1.48996972e-01
  7.51671699e-01 -1.74820640e+02]",-293597.65886037075,22.0251813113573
1544,3.4795918367346936,-0.29999999999999993,"[ 2.94657087e-02  7.99854696e+00  5.52268045e-01  1.48996950e-01
  7.51664476e-01 -1.74820637e+02]",-293597.7942577189,21.889783963211812
1545,3.4795918367346936,-0.25,"[ 2.94600928e-02  7.99854696e+00  5.52267640e-01  1.48996643e-01
  7.51664692e-01 -1.74820637e+02]",-293597.94494766864,21.739094013464637
1546,3.4795918367346936,-0.19999999999999996,"[ 2.91084630e-02  7.99854696e+00  5.52269453e-01  1.48996645e-01
  7.51665119e-01 -1.74820618e+02]",-293598.113543704,21.570497978129424
1547,3.4795918367346936,-0.1499999999999999,"[ 2.90883109e-02  7.99854696e+00  5.52268045e-01  1.48997220e-01
  7.51662051e-01 -1.74820617e+02]",-293598.3010962258,21.382945456309244
1548,3.4795918367346936,-0.09999999999999998,"[ 2.87339517e-02  7.99854696e+00  5.52268045e-01  1.48996938e-01
  7.51664518e-01 -1.74820593e+02]",-293598.5102604867,21.173781195422634
1549,3.4795918367346936,-0.04999999999999993,"[ 2.87296305e-02  7.99854696e+00  5.52268036e-01  1.48996641e-01
  7.51664769e-01 -1.74820593e+02]",-293598.7424895752,20.94155210693134
1550,3.4795918367346936,0.0,"[ 2.83221344e-02  7.99854696e+00  5.52268212e-01  1.48996641e-01
  7.51647294e-01 -1.74820568e+02]",-293599.001141437,20.682900245126802
1551,3.4795918367346936,0.050000000000000044,"[ 2.81375462e-02  7.99854696e+00  5.52268042e-01  1.49008143e-01
  7.51618558e-01 -1.74820558e+02]",-293599.28787031403,20.396171368076466
1552,3.4795918367346936,0.10000000000000009,"[ 2.81373161e-02  7.99854696e+00  5.52268075e-01  1.49008132e-01
  7.51618524e-01 -1.74820558e+02]",-293599.6049476335,20.079094048589468
1553,3.4795918367346936,0.15000000000000013,"[ 2.72787304e-02  7.99854696e+00  5.52268038e-01  1.48996642e-01
  7.51458807e-01 -1.74820515e+02]",-293599.95897285355,19.725068828556687
1554,3.4795918367346936,0.20000000000000018,"[ 2.72783551e-02  7.99854696e+00  5.52268092e-01  1.48996661e-01
  7.51458752e-01 -1.74820515e+02]",-293600.3481198848,19.335921797319315
1555,3.4795918367346936,0.25,"[ 2.64933073e-02  7.99854696e+00  5.52268048e-01  1.48997244e-01
  7.51315648e-01 -1.74820470e+02]",-293600.77929507935,18.90474660275504
1556,3.4795918367346936,0.30000000000000004,"[ 2.61342289e-02  7.99854696e+00  5.52268018e-01  1.48996644e-01
  7.48331516e-01 -1.74820401e+02]",-293601.28833070194,18.395710980170406
1557,3.4795918367346936,0.3500000000000001,"[ 2.61338607e-02  7.99854696e+00  5.52268058e-01  1.48996644e-01
  7.48331470e-01 -1.74820401e+02]",-293601.8134616266,17.870580055518076
1558,3.4795918367346936,0.40000000000000013,"[ 2.49731193e-02  7.99854696e+00  5.52268054e-01  1.48996685e-01
  7.48331497e-01 -1.74820330e+02]",-293602.3925129207,17.29152876138687
1559,3.4795918367346936,0.4500000000000002,"[ 2.43296226e-02  7.99854696e+00  5.52268063e-01  1.48996706e-01
  7.48332158e-01 -1.74820287e+02]",-293603.0214537577,16.662587924394757
1560,3.4795918367346936,0.5,"[ 2.36150244e-02  7.99854691e+00  5.52268087e-01  1.48996644e-01
  7.48331441e-01 -1.74820244e+02]",-293603.7045842765,15.979457405628636
1561,3.4795918367346936,0.55,"[ 2.36136812e-02  7.99854691e+00  5.52267953e-01  1.48996580e-01
  7.48331562e-01 -1.74820243e+02]",-293604.4390123101,15.245029371988494
1562,3.4795918367346936,0.6000000000000001,"[ 2.20984946e-02  7.99854691e+00  5.52268048e-01  1.49069882e-01
  7.48081593e-01 -1.74820141e+02]",-293605.2335452259,14.45049645617837
1563,3.4795918367346936,0.6500000000000001,"[ 2.09268065e-02  7.99854691e+00  5.52268076e-01  1.48996624e-01
  7.48331365e-01 -1.74820051e+02]",-293606.0872386706,13.5968030114891
1564,3.4795918367346936,0.7000000000000002,"[ 1.98401103e-02  7.99854691e+00  5.52268037e-01  1.48996675e-01
  7.48320267e-01 -1.74819978e+02]",-293606.98895988363,12.695081798476167
1565,3.4795918367346936,0.75,"[ 1.84056538e-02  7.99854691e+00  5.52268051e-01  1.48996743e-01
  7.48114987e-01 -1.74819875e+02]",-293607.9382360112,11.745805670914706
1566,3.4795918367346936,0.8,"[ 1.10327201e-02  7.99854691e+00  5.52286591e-01  1.48996644e-01
  6.74520041e-01 -1.74817336e+02]",-293612.37846769067,7.3055739914416336
1567,3.4795918367346936,0.8500000000000001,"[ 9.20847461e-03  7.99854691e+00  5.52268033e-01  1.48996644e-01
  6.74536590e-01 -1.74817015e+02]",-293613.322165634,6.361876048089471
1568,3.4795918367346936,0.9000000000000001,"[ 6.89170233e-03  7.99854691e+00  5.52267952e-01  1.48996642e-01
  6.74536047e-01 -1.74816639e+02]",-293614.1648571925,5.5191844896180555
1569,3.4795918367346936,0.9500000000000002,"[ 4.64431059e-03  7.99854691e+00  5.52265103e-01  1.49007373e-01
  6.74536877e-01 -1.74816264e+02]",-293614.85363746004,4.830404222069774
1570,3.4795918367346936,1.0,"[ 1.62707585e-03  7.99854691e+00  5.52268174e-01  1.49027802e-01
  6.74536878e-01 -1.74815764e+02]",-293615.3236435521,4.360398130025715
1571,3.4795918367346936,1.0500000000000003,"[-1.22264740e-03  7.99854691e+00  5.51999097e-01  1.49331836e-01
  6.75358936e-01 -1.74815267e+02]",-293615.49772139115,4.1863202909589745
1572,3.4795918367346936,1.1,"[-3.60170056e-03  7.99854666e+00  5.47722559e-01  1.49281227e-01
  6.78238917e-01 -1.74814575e+02]",-293615.3751644218,4.308877260307781
1573,3.4795918367346936,1.15,"[-7.08714593e-03  7.99854650e+00  5.47722556e-01  1.49332441e-01
  6.79207749e-01 -1.74814057e+02]",-293614.8368185707,4.84722311142832
1574,3.4795918367346936,1.2000000000000002,"[-9.53890793e-03  7.99854650e+00  5.47722549e-01  1.49331840e-01
  6.85565249e-01 -1.74813537e+02]",-293613.8346395606,5.849402121501043
1575,3.4795918367346936,1.25,"[-1.13351610e-02  7.99854650e+00  5.47722557e-01  1.49331705e-01
  6.91296449e-01 -1.74813191e+02]",-293612.2342313522,7.449810329882894
1576,3.4795918367346936,1.3000000000000003,"[-4.13288840e-03  7.99854650e+00  5.47762535e-01  1.49331849e-01
  7.54983434e-01 -1.74812742e+02]",-293615.4010151407,4.283026541408617
1577,3.4795918367346936,1.35,"[-7.61402910e-03  7.99854650e+00  5.47723703e-01  1.49331389e-01
  7.54983443e-01 -1.74812706e+02]",-293614.7264671612,4.95757452090038
1578,3.4795918367346936,1.4000000000000004,"[-1.08581745e-02  7.99854590e+00  5.47722553e-01  1.49331878e-01
  7.58287520e-01 -1.74812626e+02]",-293613.5205349223,6.163506759796292
1579,3.4795918367346936,1.4500000000000002,"[-1.38734617e-02  7.99854703e+00  5.43139202e-01  1.49331845e-01
  7.59505215e-01 -1.74812587e+02]",-293611.6000285904,8.084013091691304
1580,3.4795918367346936,1.5,"[-1.76214392e-02  7.99854702e+00  5.43140473e-01  1.49331845e-01
  7.61927852e-01 -1.74812631e+02]",-293609.0628305071,10.621211174991913
1581,3.5122448979591834,-1.0,"[ 3.02316290e-02  7.99854702e+00  5.52268047e-01  1.49331820e-01
  7.51664793e-01 -1.74810685e+02]",-293596.78018767806,22.903854004049208
1582,3.5122448979591834,-0.95,"[ 3.02316302e-02  7.99854702e+00  5.52268045e-01  1.49331821e-01
  7.51664794e-01 -1.74810685e+02]",-293596.81095269177,22.873088990338147
1583,3.5122448979591834,-0.9,"[ 3.02315684e-02  7.99854702e+00  5.52268026e-01  1.49331830e-01
  7.51664811e-01 -1.74810685e+02]",-293596.84541946393,22.83862221817253
1584,3.5122448979591834,-0.85,"[ 3.02315280e-02  7.99854702e+00  5.52268033e-01  1.49331833e-01
  7.51664815e-01 -1.74810685e+02]",-293596.8840264547,22.80001522740349
1585,3.5122448979591834,-0.8,"[ 3.02314499e-02  7.99854702e+00  5.52268045e-01  1.49331837e-01
  7.51664804e-01 -1.74810685e+02]",-293596.9272616639,22.756780018215068
1586,3.5122448979591834,-0.75,"[ 3.02311832e-02  7.99854702e+00  5.52268018e-01  1.49331824e-01
  7.51664827e-01 -1.74810685e+02]",-293596.9756687416,22.70837294048397
1587,3.5122448979591834,-0.7,"[ 3.02308704e-02  7.99854702e+00  5.52268033e-01  1.49331839e-01
  7.51664809e-01 -1.74810685e+02]",-293597.02985325194,22.654188430169597
1588,3.5122448979591834,-0.6499999999999999,"[ 3.02307665e-02  7.99854702e+00  5.52268048e-01  1.49331834e-01
  7.51664818e-01 -1.74810685e+02]",-293597.0904852381,22.593556443986017
1589,3.5122448979591834,-0.6,"[ 3.02306265e-02  7.99854702e+00  5.52268034e-01  1.49331841e-01
  7.51664797e-01 -1.74810685e+02]",-293597.158309226,22.525732456124388
1590,3.5122448979591834,-0.55,"[ 3.02303110e-02  7.99854702e+00  5.52268080e-01  1.49331826e-01
  7.51664825e-01 -1.74810685e+02]",-293597.23415078386,22.449890898249578
1591,3.5122448979591834,-0.5,"[ 3.01903679e-02  7.99854702e+00  5.52268046e-01  1.49331503e-01
  7.51661829e-01 -1.74810683e+02]",-293597.3191171483,22.36492453381652
1592,3.5122448979591834,-0.44999999999999996,"[ 2.97077898e-02  7.99854702e+00  5.52268052e-01  1.49307829e-01
  7.51664815e-01 -1.74810659e+02]",-293597.41551661637,22.268525065737776
1593,3.5122448979591834,-0.3999999999999999,"[ 2.97077352e-02  7.99854702e+00  5.52268047e-01  1.49307826e-01
  7.51664807e-01 -1.74810659e+02]",-293597.52194525633,22.162096425774507
1594,3.5122448979591834,-0.35,"[ 2.97075840e-02  7.99854702e+00  5.52268032e-01  1.49307819e-01
  7.51664820e-01 -1.74810659e+02]",-293597.6407176451,22.04332403698936
1595,3.5122448979591834,-0.29999999999999993,"[ 2.97073049e-02  7.99854702e+00  5.52268072e-01  1.49307805e-01
  7.51664779e-01 -1.74810659e+02]",-293597.77317639807,21.910865284036845
1596,3.5122448979591834,-0.25,"[ 2.92725326e-02  7.99854702e+00  5.52268044e-01  1.48997121e-01
  7.51664426e-01 -1.74810676e+02]",-293597.9232248387,21.760816843423527
1597,3.5122448979591834,-0.19999999999999996,"[ 2.92655452e-02  7.99854702e+00  5.52268044e-01  1.48996646e-01
  7.51664749e-01 -1.74810676e+02]",-293598.0887379531,21.5953037290019
1598,3.5122448979591834,-0.1499999999999999,"[ 2.92655261e-02  7.99854702e+00  5.52268042e-01  1.48996645e-01
  7.51664751e-01 -1.74810676e+02]",-293598.27284590446,21.411195777647663
1599,3.5122448979591834,-0.09999999999999998,"[ 2.92654809e-02  7.99854702e+00  5.52268049e-01  1.48996643e-01
  7.51664755e-01 -1.74810676e+02]",-293598.47742465435,21.206617027753964
1600,3.5122448979591834,-0.04999999999999993,"[ 2.85340816e-02  7.99854702e+00  5.52266477e-01  1.48996646e-01
  7.51665126e-01 -1.74810636e+02]",-293598.7080921911,20.97594949102495
1601,3.5122448979591834,0.0,"[ 2.85231465e-02  7.99854702e+00  5.52268038e-01  1.48996723e-01
  7.51663490e-01 -1.74810635e+02]",-293598.9620875095,20.72195417259354
1602,3.5122448979591834,0.050000000000000044,"[ 2.85223108e-02  7.99854702e+00  5.52268158e-01  1.48996683e-01
  7.51663367e-01 -1.74810635e+02]",-293599.24312382657,20.4409178555361
1603,3.5122448979591834,0.10000000000000009,"[ 2.76866304e-02  7.99854702e+00  5.52268046e-01  1.48996676e-01
  7.51526875e-01 -1.74810583e+02]",-293599.55813459,20.12590709212236
1604,3.5122448979591834,0.15000000000000013,"[ 2.76859708e-02  7.99854702e+00  5.52267996e-01  1.48996640e-01
  7.51526776e-01 -1.74810583e+02]",-293599.9042996441,19.779742037993856
1605,3.5122448979591834,0.20000000000000018,"[ 2.69910414e-02  7.99854702e+00  5.52261810e-01  1.48996181e-01
  7.48331476e-01 -1.74810431e+02]",-293600.30942532036,19.37461636174703
1606,3.5122448979591834,0.25,"[ 2.68996370e-02  7.99854702e+00  5.52268023e-01  1.48996642e-01
  7.48332426e-01 -1.74810426e+02]",-293600.7387461215,18.945295560581144
1607,3.5122448979591834,0.30000000000000004,"[ 2.60235967e-02  7.99854702e+00  5.52265594e-01  1.48996644e-01
  7.48331473e-01 -1.74810373e+02]",-293601.2124826703,18.471559011784848
1608,3.5122448979591834,0.3500000000000001,"[ 2.55722098e-02  7.99854702e+00  5.52268090e-01  1.48996929e-01
  7.48331005e-01 -1.74810345e+02]",-293601.73138916807,17.952652514039073
1609,3.5122448979591834,0.40000000000000013,"[ 2.49657825e-02  7.99854702e+00  5.52268228e-01  1.48996642e-01
  7.48331258e-01 -1.74810304e+02]",-293602.29893280624,17.385108875867445
1610,3.5122448979591834,0.4500000000000002,"[ 2.43066825e-02  7.99854702e+00  5.52268045e-01  1.48996650e-01
  7.48331474e-01 -1.74810260e+02]",-293602.91762904497,16.766412637138274
1611,3.5122448979591834,0.5,"[ 2.43064945e-02  7.99854702e+00  5.52268072e-01  1.48996641e-01
  7.48331447e-01 -1.74810260e+02]",-293603.5860543129,16.097987369226757
1612,3.5122448979591834,0.55,"[ 2.29749338e-02  7.99854701e+00  5.52225402e-01  1.48996643e-01
  7.48394291e-01 -1.74810170e+02]",-293604.31184838555,15.372193296556361
1613,3.5122448979591834,0.6000000000000001,"[ 2.19554170e-02  7.99854700e+00  5.52269074e-01  1.48996633e-01
  7.48331473e-01 -1.74810102e+02]",-293605.09647426533,14.587567416776437
1614,3.5122448979591834,0.6500000000000001,"[ 2.10635465e-02  7.99854700e+00  5.52268809e-01  1.48996642e-01
  7.48201882e-01 -1.74810046e+02]",-293605.93035686546,13.753684816649184
1615,3.5122448979591834,0.7000000000000002,"[ 1.98535443e-02  7.99854700e+00  5.52268050e-01  1.48996594e-01
  7.48318770e-01 -1.74809971e+02]",-293606.8162041653,12.867837516823784
1616,3.5122448979591834,0.75,"[ 1.83082482e-02  7.99854700e+00  5.52260471e-01  1.48979878e-01
  7.44983228e-01 -1.74809683e+02]",-293607.7499134576,11.934128224500455
1617,3.5122448979591834,0.8,"[ 1.73235158e-02  7.99854700e+00  5.52268050e-01  1.48986857e-01
  7.45115983e-01 -1.74809612e+02]",-293608.72418888414,10.959852797968779
1618,3.5122448979591834,0.8500000000000001,"[ 1.54987565e-02  7.99854700e+00  5.52268050e-01  1.48996773e-01
  7.44986964e-01 -1.74809478e+02]",-293609.72371111525,9.96033056685701
1619,3.5122448979591834,0.9000000000000001,"[ 1.38275822e-02  7.99854700e+00  5.52267948e-01  1.48996529e-01
  7.44983220e-01 -1.74809355e+02]",-293610.7266440003,8.957397681835573
1620,3.5122448979591834,0.9500000000000002,"[ 1.19341183e-02  7.99854427e+00  5.52268041e-01  1.48996668e-01
  7.44983225e-01 -1.74809197e+02]",-293611.71205661906,7.971985063049942
1621,3.5122448979591834,1.0,"[ 9.88229618e-03  7.99854427e+00  5.52268050e-01  1.49000546e-01
  7.45197025e-01 -1.74809045e+02]",-293612.64959410037,7.034447581740096
1622,3.5122448979591834,1.0500000000000003,"[ 8.21052328e-03  7.99854427e+00  5.52268065e-01  1.48996574e-01
  7.48331462e-01 -1.74808877e+02]",-293613.5223306268,6.161711055319756
1623,3.5122448979591834,1.1,"[ 5.73230241e-03  7.99854427e+00  5.52268462e-01  1.48996639e-01
  7.48330005e-01 -1.74808721e+02]",-293614.2653453553,5.418696326785721
1624,3.5122448979591834,1.15,"[ 2.99744239e-03  7.99854427e+00  5.52265709e-01  1.49072081e-01
  7.48331470e-01 -1.74808549e+02]",-293614.8205295744,4.863512107694987
1625,3.5122448979591834,1.2000000000000002,"[ 6.98680590e-04  7.99854427e+00  5.52264283e-01  1.49004612e-01
  7.51664813e-01 -1.74808369e+02]",-293615.1396044663,4.544437215779908
1626,3.5122448979591834,1.25,"[-2.39511053e-03  7.99854427e+00  5.52268049e-01  1.49331816e-01
  7.51664789e-01 -1.74808219e+02]",-293615.162417551,4.521624131128192
1627,3.5122448979591834,1.3000000000000003,"[-4.40214898e-03  7.99854427e+00  5.47722558e-01  1.49331937e-01
  7.54983436e-01 -1.74808079e+02]",-293614.8449763387,4.839065343432594
1628,3.5122448979591834,1.35,"[-7.91567314e-03  7.99854427e+00  5.47722556e-01  1.49331827e-01
  7.55386015e-01 -1.74807956e+02]",-293614.1035935264,5.580448155698832
1629,3.5122448979591834,1.4000000000000004,"[-1.10834748e-02  7.99854408e+00  5.47722526e-01  1.49331838e-01
  7.58287453e-01 -1.74807889e+02]",-293612.8354584964,6.848583185696043
1630,3.5122448979591834,1.4500000000000002,"[-1.36293347e-02  7.99854370e+00  5.43239067e-01  1.49331845e-01
  7.61577087e-01 -1.74807869e+02]",-293610.8577833259,8.826258356217295
1631,3.5122448979591834,1.5,"[-1.81158763e-02  7.99854370e+00  5.43146801e-01  1.49331844e-01
  7.62146762e-01 -1.74807895e+02]",-293608.2330644522,11.450977229920682
1632,3.5448979591836736,-1.0,"[ 3.05256514e-02  7.99854370e+00  5.52268050e-01  1.49332736e-01
  7.51372787e-01 -1.74805917e+02]",-293596.7721134479,22.91192823421443
1633,3.5448979591836736,-0.95,"[ 3.01683610e-02  7.99854370e+00  5.52268042e-01  1.49316135e-01
  7.51443001e-01 -1.74805899e+02]",-293596.8040526203,22.87998906179564
1634,3.5448979591836736,-0.9,"[ 3.01683680e-02  7.99854370e+00  5.52268044e-01  1.49316136e-01
  7.51443002e-01 -1.74805899e+02]",-293596.8381205085,22.845921173633542
1635,3.5448979591836736,-0.85,"[ 3.01683680e-02  7.99854370e+00  5.52268044e-01  1.49316136e-01
  7.51443002e-01 -1.74805899e+02]",-293596.8762798678,22.807761814328842
1636,3.5448979591836736,-0.8,"[ 3.00816203e-02  7.99854370e+00  5.52265774e-01  1.49331842e-01
  7.51498343e-01 -1.74805889e+02]",-293596.9197563957,22.76428528642282
1637,3.5448979591836736,-0.75,"[ 3.00831149e-02  7.99854370e+00  5.52268046e-01  1.49331254e-01
  7.51499715e-01 -1.74805888e+02]",-293596.96767901385,22.716362668259535
1638,3.5448979591836736,-0.7,"[ 3.00799326e-02  7.99854370e+00  5.52267464e-01  1.49331543e-01
  7.51500219e-01 -1.74805888e+02]",-293597.0212622688,22.662779413280077
1639,3.5448979591836736,-0.6499999999999999,"[ 3.00759716e-02  7.99854370e+00  5.52268042e-01  1.49331738e-01
  7.51500567e-01 -1.74805888e+02]",-293597.08124044054,22.6028012415627
