,gamma,PHI,x_vals,llh,delta_llh
1382,3.3816326530612244,-0.75,"[ 3.02528597e-02  7.99999972e+00  5.52268047e-01  1.49331666e-01
  7.48331473e-01 -1.55601585e+02]",-293597.6212014641,22.06284021801548
1383,3.3816326530612244,-0.7,"[ 3.02480116e-02  7.99999972e+00  5.52267782e-01  1.49331867e-01
  7.48331849e-01 -1.55601585e+02]",-293597.6864104965,21.99763118562987
1384,3.3816326530612244,-0.6499999999999999,"[ 3.02461285e-02  7.99999972e+00  5.52268049e-01  1.49331775e-01
  7.48331578e-01 -1.55601585e+02]",-293597.7593590497,21.9246826323797
1385,3.3816326530612244,-0.6,"[ 3.02448475e-02  7.99999972e+00  5.52267970e-01  1.49331839e-01
  7.48331433e-01 -1.55601585e+02]",-293597.8409092515,21.84313243062934
1386,3.3816326530612244,-0.55,"[ 2.98141580e-02  7.99999972e+00  5.52268348e-01  1.49331780e-01
  7.48331475e-01 -1.55601580e+02]",-293597.9334124487,21.75062923342921
1387,3.3816326530612244,-0.5,"[ 2.98105653e-02  7.99999972e+00  5.52268048e-01  1.49331750e-01
  7.48331785e-01 -1.55601580e+02]",-293598.03572651464,21.648315167461988
1388,3.3816326530612244,-0.44999999999999996,"[ 2.95914607e-02  7.99999972e+00  5.52267901e-01  1.49224655e-01
  7.48331476e-01 -1.55601577e+02]",-293598.15025879286,21.533782889251597
1389,3.3816326530612244,-0.3999999999999999,"[ 2.95914607e-02  7.99999972e+00  5.52267901e-01  1.49224655e-01
  7.48331476e-01 -1.55601577e+02]",-293598.2780688002,21.405972881882917
1390,3.3816326530612244,-0.35,"[ 2.93645510e-02  7.99999972e+00  5.52268040e-01  1.48996879e-01
  7.48331453e-01 -1.55601573e+02]",-293598.4212629404,21.26277874171501
1391,3.3816326530612244,-0.29999999999999993,"[ 2.93644456e-02  7.99999972e+00  5.52268055e-01  1.48996874e-01
  7.48331463e-01 -1.55601573e+02]",-293598.58061929105,21.103422391053755
1392,3.3816326530612244,-0.25,"[ 2.92186679e-02  7.99999972e+00  5.52268044e-01  1.48997102e-01
  7.48337610e-01 -1.55601571e+02]",-293598.75834353024,20.925698151870165
1393,3.3816326530612244,-0.19999999999999996,"[ 2.89386909e-02  7.99999972e+00  5.52268044e-01  1.48996696e-01
  7.48331518e-01 -1.55601567e+02]",-293598.9565870405,20.72745464160107
1394,3.3816326530612244,-0.1499999999999999,"[ 2.89382893e-02  7.99999972e+00  5.52268005e-01  1.48996677e-01
  7.48331460e-01 -1.55601567e+02]",-293599.17685784184,20.507183840265498
1395,3.3816326530612244,-0.09999999999999998,"[ 2.89377291e-02  7.99999972e+00  5.52268043e-01  1.48996643e-01
  7.48331502e-01 -1.55601567e+02]",-293599.4212942384,20.262747443688568
1396,3.3816326530612244,-0.04999999999999993,"[ 2.83487786e-02  7.99999972e+00  5.52254893e-01  1.48996975e-01
  7.48331499e-01 -1.55601554e+02]",-293599.6945238401,19.989517842011992
1397,3.3816326530612244,0.0,"[ 2.80690971e-02  7.99999972e+00  5.52268043e-01  1.48996646e-01
  7.48331857e-01 -1.55601550e+02]",-293599.9972138538,19.686827828292735
1398,3.3816326530612244,0.050000000000000044,"[ 2.80690568e-02  7.99999972e+00  5.52268049e-01  1.48996644e-01
  7.48331851e-01 -1.55601550e+02]",-293600.3315918355,19.352449846628588
1399,3.3816326530612244,0.10000000000000009,"[ 2.79771473e-02  7.99999972e+00  5.52268437e-01  1.48996963e-01
  7.48327850e-01 -1.55601547e+02]",-293600.70089212985,18.983149552252144
1400,3.3816326530612244,0.15000000000000013,"[ 2.70542221e-02  7.99999972e+00  5.52268050e-01  1.48996967e-01
  7.48329251e-01 -1.55601522e+02]",-293601.1124952839,18.571546398219652
1401,3.3816326530612244,0.20000000000000018,"[ 2.70474453e-02  7.99999972e+00  5.52267375e-01  1.48996644e-01
  7.48329856e-01 -1.55601522e+02]",-293601.56285051483,18.121191167272627
1402,3.3816326530612244,0.25,"[ 2.62063909e-02  7.99999702e+00  5.52268004e-01  1.48996644e-01
  7.48330422e-01 -1.55601496e+02]",-293602.06049486453,17.623546817572787
1403,3.3816326530612244,0.30000000000000004,"[ 2.57049184e-02  7.99999712e+00  5.52268059e-01  1.48996644e-01
  7.48331837e-01 -1.55601478e+02]",-293602.60531676386,17.078724918246735
1404,3.3816326530612244,0.3500000000000001,"[ 2.51385698e-02  7.99999397e+00  5.52268049e-01  1.49000527e-01
  7.48291549e-01 -1.55601460e+02]",-293603.2012495362,16.48279214592185
1405,3.3816326530612244,0.40000000000000013,"[ 2.44856798e-02  7.99999397e+00  5.52268049e-01  1.48997372e-01
  7.48197366e-01 -1.55601434e+02]",-293603.85156557965,15.832476102455985
1406,3.3816326530612244,0.4500000000000002,"[ 2.37371809e-02  7.99999397e+00  5.52268071e-01  1.48998003e-01
  7.48080438e-01 -1.55601400e+02]",-293604.55866989156,15.125371790549252
1407,3.3816326530612244,0.5,"[ 2.29385061e-02  7.99999397e+00  5.52268115e-01  1.48996644e-01
  7.47948394e-01 -1.55601359e+02]",-293605.32447797747,14.359563704638276
1408,3.3816326530612244,0.55,"[ 2.19999946e-02  7.99999397e+00  5.52268051e-01  1.48996711e-01
  7.44982930e-01 -1.55601273e+02]",-293606.17764265183,13.506399030273315
1409,3.3816326530612244,0.6000000000000001,"[ 2.10062914e-02  7.99999397e+00  5.52268757e-01  1.48996960e-01
  7.44983215e-01 -1.55601217e+02]",-293607.06801196793,12.616029714175966
1410,3.3816326530612244,0.6500000000000001,"[ 1.99196862e-02  7.99999397e+00  5.52268046e-01  1.48996814e-01
  7.44983214e-01 -1.55601154e+02]",-293608.0134000322,11.67064164992189
1411,3.3816326530612244,0.7000000000000002,"[ 1.89575968e-02  7.99999290e+00  5.52268048e-01  1.48996644e-01
  7.44839760e-01 -1.55601090e+02]",-293609.00842351303,10.67561816907255
1412,3.3816326530612244,0.75,"[ 1.74829136e-02  7.99999290e+00  5.52268046e-01  1.48999007e-01
  7.44959952e-01 -1.55600990e+02]",-293610.0465169035,9.637524778605439
1413,3.3816326530612244,0.8,"[ 1.59685054e-02  7.99999289e+00  5.52268050e-01  1.48996425e-01
  7.44734387e-01 -1.55600905e+02]",-293611.1157825037,8.56825917842798
1414,3.3816326530612244,0.8500000000000001,"[ 1.41161494e-02  7.99999289e+00  5.52268046e-01  1.48996642e-01
  7.41620464e-01 -1.55600651e+02]",-293612.2063464719,7.4776952101965435
1415,3.3816326530612244,0.9000000000000001,"[ 1.23596225e-02  7.99999289e+00  5.52268050e-01  1.48996619e-01
  7.41794288e-01 -1.55600533e+02]",-293613.2797211595,6.404320522618946
1416,3.3816326530612244,0.9500000000000002,"[ 1.02470805e-02  7.99999289e+00  5.52268050e-01  1.48996684e-01
  7.42023224e-01 -1.55600388e+02]",-293614.3140245924,5.37001708970638
1417,3.3816326530612244,1.0,"[ 8.49523302e-03  7.99999280e+00  5.52268046e-01  1.48996620e-01
  7.44982968e-01 -1.55600268e+02]",-293615.2907863498,4.393255332310218
1418,3.3816326530612244,1.0500000000000003,"[ 5.82081609e-03  7.99999280e+00  5.52316463e-01  1.48996644e-01
  7.45181742e-01 -1.55600147e+02]",-293616.1422204264,3.5418212556978688
1419,3.3816326530612244,1.1,"[ 4.44635435e-03  7.99999280e+00  5.52269861e-01  1.49010543e-01
  7.48331471e-01 -1.55600060e+02]",-293616.83785190363,2.8461897784727626
1420,3.3816326530612244,1.15,"[ 1.19833063e-03  7.99999280e+00  5.52265902e-01  1.48996644e-01
  7.48330873e-01 -1.55600004e+02]",-293617.32201093907,2.362030743039213
1421,3.3816326530612244,1.2000000000000002,"[-1.69898510e-03  7.99999280e+00  5.52268051e-01  1.49115459e-01
  7.48773409e-01 -1.55600004e+02]",-293617.48889639805,2.195145284058526
1422,3.3816326530612244,1.25,"[-3.58655222e-03  7.99999280e+00  5.47731456e-01  1.49331842e-01
  7.51659723e-01 -1.55600092e+02]",-293617.333252565,2.350789117102977
1423,3.3816326530612244,1.3000000000000003,"[-6.57763753e-03  7.99999280e+00  5.47722928e-01  1.49330730e-01
  7.54983437e-01 -1.55600357e+02]",-293616.7665068201,2.917534862004686
1424,3.3816326530612244,1.35,"[-1.04140161e-02  7.99999280e+00  5.47722552e-01  1.49331841e-01
  7.55373617e-01 -1.55600781e+02]",-293615.6794685755,4.004573106591124
1425,3.3816326530612244,1.4000000000000004,"[-1.38341625e-02  7.99999280e+00  5.47721932e-01  1.49331843e-01
  7.58287536e-01 -1.55601410e+02]",-293613.97385829367,5.7101833884371445
1426,3.3816326530612244,1.4500000000000002,"[-1.65569155e-02  7.99999280e+00  5.43139204e-01  1.49331838e-01
  7.61577301e-01 -1.55602271e+02]",-293611.5249829235,8.159058758581523
1427,3.3816326530612244,1.5,"[-2.08057046e-02  7.99999280e+00  5.43134344e-01  1.49544968e-01
  7.64852918e-01 -1.55603685e+02]",-293608.2553490713,11.428692610817961
1428,3.414285714285714,-1.0,"[ 3.01380329e-02  7.99999280e+00  5.52268043e-01  1.49152097e-01
  7.50690854e-01 -1.55604278e+02]",-293597.3752977395,22.30874394258717
1429,3.414285714285714,-0.95,"[ 3.01380419e-02  7.99999280e+00  5.52268044e-01  1.49152097e-01
  7.50690853e-01 -1.55604278e+02]",-293597.41109945456,22.272942227544263
1430,3.414285714285714,-0.9,"[ 3.01380419e-02  7.99999280e+00  5.52268044e-01  1.49152097e-01
  7.50690853e-01 -1.55604278e+02]",-293597.4512013634,22.232840318698436
1431,3.414285714285714,-0.85,"[ 3.01380419e-02  7.99999280e+00  5.52268044e-01  1.49152097e-01
  7.50690853e-01 -1.55604278e+02]",-293597.4961107111,22.187930971034802
1432,3.414285714285714,-0.8,"[ 3.01380418e-02  7.99999280e+00  5.52268044e-01  1.49152097e-01
  7.50690853e-01 -1.55604278e+02]",-293597.54639213247,22.13764954963699
1433,3.414285714285714,-0.75,"[ 3.01226115e-02  7.99999280e+00  5.52266512e-01  1.49152859e-01
  7.50688596e-01 -1.55604278e+02]",-293597.6026742055,22.081367476610467
1434,3.414285714285714,-0.7,"[ 3.01118807e-02  7.99999280e+00  5.52268051e-01  1.49153388e-01
  7.50687026e-01 -1.55604278e+02]",-293597.6657097359,22.018331946223043
1435,3.414285714285714,-0.6499999999999999,"[ 2.99469156e-02  7.99999280e+00  5.52268274e-01  1.49331568e-01
  7.48331477e-01 -1.55604266e+02]",-293597.7445299487,21.93951173342066
1436,3.414285714285714,-0.6,"[ 2.99470225e-02  7.99999280e+00  5.52268089e-01  1.49331574e-01
  7.48331727e-01 -1.55604266e+02]",-293597.8245301601,21.859511521994136
1437,3.414285714285714,-0.55,"[ 2.99452656e-02  7.99999280e+00  5.52267906e-01  1.49331661e-01
  7.48331498e-01 -1.55604266e+02]",-293597.9139395919,21.770102090202272
1438,3.414285714285714,-0.5,"[ 2.96987019e-02  7.99999281e+00  5.52268049e-01  1.49331836e-01
  7.48332860e-01 -1.55604263e+02]",-293598.0142000407,21.669841641385574
1439,3.414285714285714,-0.44999999999999996,"[ 2.96899013e-02  7.99999281e+00  5.52267583e-01  1.49331417e-01
  7.48331477e-01 -1.55604263e+02]",-293598.1260469565,21.557994725590106
1440,3.414285714285714,-0.3999999999999999,"[ 2.94679418e-02  7.99999281e+00  5.52268030e-01  1.49012543e-01
  7.48333409e-01 -1.55604257e+02]",-293598.25137816643,21.432663515675813
1441,3.414285714285714,-0.35,"[ 2.94678320e-02  7.99999281e+00  5.52268045e-01  1.49012538e-01
  7.48333393e-01 -1.55604257e+02]",-293598.3911179091,21.29292377299862
1442,3.414285714285714,-0.29999999999999993,"[ 2.93678788e-02  7.99999281e+00  5.52264319e-01  1.49006014e-01
  7.48330689e-01 -1.55604256e+02]",-293598.5469967,21.137044982111547
1443,3.414285714285714,-0.25,"[ 2.93420031e-02  7.99999281e+00  5.52268048e-01  1.49004779e-01
  7.48332936e-01 -1.55604255e+02]",-293598.72075029265,20.96329138946021
1444,3.414285714285714,-0.19999999999999996,"[ 2.92145458e-02  7.99999281e+00  5.52265806e-01  1.48996644e-01
  7.48327790e-01 -1.55604253e+02]",-293598.9143857523,20.769655929820146
1445,3.414285714285714,-0.1499999999999999,"[ 2.87480200e-02  7.99999025e+00  5.52267874e-01  1.48996644e-01
  7.48331140e-01 -1.55604248e+02]",-293599.13089644857,20.553145233541727
1446,3.414285714285714,-0.09999999999999998,"[ 2.87471512e-02  7.99999025e+00  5.52267999e-01  1.48996603e-01
  7.48331217e-01 -1.55604248e+02]",-293599.3707361054,20.31330557668116
1447,3.414285714285714,-0.04999999999999993,"[ 2.87417753e-02  7.99999025e+00  5.52268771e-01  1.48996869e-01
  7.48331696e-01 -1.55604248e+02]",-293599.6365709868,20.047470695280936
1448,3.414285714285714,0.0,"[ 2.80519829e-02  7.99999025e+00  5.52267984e-01  1.48996644e-01
  7.48331458e-01 -1.55604232e+02]",-293599.934051652,19.74999003013363
1449,3.414285714285714,0.050000000000000044,"[ 2.80517492e-02  7.99999025e+00  5.52268017e-01  1.48996633e-01
  7.48331479e-01 -1.55604232e+02]",-293600.2617357837,19.42230589839164
1450,3.414285714285714,0.10000000000000009,"[ 2.74577914e-02  7.99999025e+00  5.52268733e-01  1.48996644e-01
  7.48331563e-01 -1.55604222e+02]",-293600.6256284137,19.05841326841619
1451,3.414285714285714,0.15000000000000013,"[ 2.70764605e-02  7.99999025e+00  5.52265893e-01  1.48996597e-01
  7.48331472e-01 -1.55604211e+02]",-293601.027032383,18.657009299087804
1452,3.414285714285714,0.20000000000000018,"[ 2.70569334e-02  7.99999025e+00  5.52268050e-01  1.48997814e-01
  7.48328817e-01 -1.55604210e+02]",-293601.4686526208,18.215389061311726
1453,3.414285714285714,0.25,"[ 2.61958424e-02  7.99999025e+00  5.52267978e-01  1.48996644e-01
  7.48331258e-01 -1.55604182e+02]",-293601.9568623997,17.727179282403085
1454,3.414285714285714,0.30000000000000004,"[ 2.61949079e-02  7.99999025e+00  5.52268113e-01  1.48996599e-01
  7.48331342e-01 -1.55604182e+02]",-293602.4898135022,17.19422817992745
1455,3.414285714285714,0.3500000000000001,"[ 2.51421906e-02  7.99999025e+00  5.52266064e-01  1.48996644e-01
  7.48311437e-01 -1.55604129e+02]",-293603.07649864117,16.607543040940072
1456,3.414285714285714,0.40000000000000013,"[ 2.45001496e-02  7.99999025e+00  5.52268048e-01  1.48996652e-01
  7.48137248e-01 -1.55604101e+02]",-293603.715017621,15.96902406110894
1457,3.414285714285714,0.4500000000000002,"[ 2.06565210e-02  7.99798780e+00  5.52268048e-01  1.48998095e-01
  6.70818740e-01 -1.55555226e+02]",-293609.0540618633,10.629979818826541
1458,3.414285714285714,0.5,"[ 7.85181013e-03  7.99857910e+00  5.52268650e-01  1.49331800e-01
  6.70820297e-01 -6.21701620e+01]",-293615.685946479,3.9980952031328343
1459,3.414285714285714,0.55,"[ 5.46488916e-03  7.99857909e+00  5.52268028e-01  1.49330426e-01
  6.70820392e-01 -6.21702026e+01]",-293616.4888844252,3.1951572569087148
1460,3.414285714285714,0.6000000000000001,"[ 2.82642579e-03  7.99857909e+00  5.52268044e-01  1.49331756e-01
  6.70820388e-01 -6.21702779e+01]",-293617.101320362,2.5827213200973347
1461,3.414285714285714,0.6500000000000001,"[-4.38795442e-05  7.99857909e+00  5.52267027e-01  1.49331838e-01
  6.70820459e-01 -6.21704387e+01]",-293617.44784131955,2.2362003625603393
1462,3.414285714285714,0.7000000000000002,"[-3.25056657e-03  7.99857909e+00  5.52102924e-01  1.49241644e-01
  6.70820391e-01 -6.21707105e+01]",-293617.4350859996,2.248955682502128
1463,3.414285714285714,0.75,"[-7.27462076e-03  7.99857909e+00  5.51639901e-01  1.48996642e-01
  6.71458988e-01 -6.21711812e+01]",-293616.95284509193,2.7311965901753865
1464,3.414285714285714,0.8,"[-9.75302164e-03  7.99857909e+00  5.47722555e-01  1.48997283e-01
  6.74277951e-01 -6.21717882e+01]",-293616.00107420667,3.682967475440819
1465,3.414285714285714,0.8500000000000001,"[-1.33422594e-02  7.99857909e+00  5.47742705e-01  1.48996905e-01
  6.74536874e-01 -6.21726122e+01]",-293614.32241427415,5.361627407954074
1466,3.414285714285714,0.9000000000000001,"[-1.77882725e-02  7.99857909e+00  5.47722549e-01  1.48997403e-01
  6.78233224e-01 -6.21740485e+01]",-293611.77808817744,7.905953504669014
1467,3.414285714285714,0.9500000000000002,"[-2.19599432e-02  7.99857909e+00  5.43139023e-01  1.48996644e-01
  6.78234916e-01 -6.21756287e+01]",-293608.24872087484,11.435320807271637
1468,3.414285714285714,1.0,"[-2.62283388e-02  7.99857909e+00  5.43138759e-01  1.48996643e-01
  6.83559994e-01 -6.21778737e+01]",-293603.54904717434,16.13499450776726
1469,3.414285714285714,1.0500000000000003,"[-3.03564388e-02  7.99857909e+00  5.38516478e-01  1.49257185e-01
  6.91193097e-01 -6.21811712e+01]",-293597.50274573255,22.181295949558262
1470,3.414285714285714,1.1,"[-2.66057248e-02  7.99857909e+00  5.43139019e-01  1.48993650e-01
  7.58294448e-01 -6.21865381e+01]",-293597.5525241721,22.131517509988043
1471,3.414285714285714,1.15,"[-3.17025809e-02  7.99857909e+00  5.43139040e-01  1.48996552e-01
  7.61577388e-01 -6.21898809e+01]",-293591.3215433726,28.36249830952147
1472,3.414285714285714,1.2000000000000002,"[-3.63215774e-02  7.99857909e+00  5.38516553e-01  1.48660683e-01
  7.64852925e-01 -6.21940953e+01]",-293583.58669344964,36.09734823246254
1473,3.414285714285714,1.25,"[-4.21445894e-02  7.99857909e+00  5.38514834e-01  1.48660685e-01
  7.68106941e-01 -6.22000980e+01]",-293573.85219216405,45.831849518057425
1474,3.414285714285714,1.3000000000000003,"[-4.79366344e-02  7.99857909e+00  5.33853972e-01  1.48660664e-01
  7.71362422e-01 -6.22077645e+01]",-293561.9618820537,57.7221596284071
1475,3.414285714285714,1.35,"[-5.26024826e-02  7.99857909e+00  5.29150262e-01  1.48321852e-01
  7.74596643e-01 -6.22156783e+01]",-293547.59509621136,72.08894547075033
1476,3.414285714285714,1.4000000000000004,"[-6.00320940e-02  7.99857909e+00  5.24404424e-01  1.48319214e-01
  7.75266789e-01 -6.22318351e+01]",-293530.321216058,89.36282562412089
1477,3.414285714285714,1.4500000000000002,"[ -0.06699058   7.99857918   0.52440421   0.14815757   0.78102496
 -62.24716642]",-293509.93306007184,109.75098161026835
1478,3.414285714285714,1.5,"[-1.74820610e-02  7.99857891e+00  5.43125761e-01  1.49331845e-01
  7.61568235e-01 -1.74835264e+02]",-293610.30391363037,9.380128051736392
1479,3.446938775510204,-1.0,"[ 3.02829664e-02  7.99857891e+00  5.52268051e-01  1.49331843e-01
  7.51665684e-01 -1.74833048e+02]",-293596.78786530555,22.89617637655465
1480,3.446938775510204,-0.95,"[ 3.02801599e-02  7.99857891e+00  5.52268043e-01  1.49331488e-01
  7.51664806e-01 -1.74833048e+02]",-293596.81970846845,22.86433321365621
1481,3.446938775510204,-0.9,"[ 3.02800761e-02  7.99857891e+00  5.52268034e-01  1.49331492e-01
  7.51664814e-01 -1.74833048e+02]",-293596.85536162514,22.828680056962185
1482,3.446938775510204,-0.85,"[ 3.02800391e-02  7.99857891e+00  5.52268040e-01  1.49331494e-01
  7.51664809e-01 -1.74833048e+02]",-293596.895296876,22.788744806079194
1483,3.446938775510204,-0.8,"[ 3.02800075e-02  7.99857891e+00  5.52268044e-01  1.49331496e-01
  7.51664811e-01 -1.74833048e+02]",-293596.9400193045,22.744022377592046
1484,3.446938775510204,-0.75,"[ 3.02798066e-02  7.99857891e+00  5.52268024e-01  1.49331506e-01
  7.51664829e-01 -1.74833048e+02]",-293596.9900908285,22.693950853601564
1485,3.446938775510204,-0.7,"[ 3.02796194e-02  7.99857891e+00  5.52268051e-01  1.49331515e-01
  7.51664801e-01 -1.74833048e+02]",-293597.0461375763,22.63790410582442
1486,3.446938775510204,-0.6499999999999999,"[ 3.01791672e-02  7.99857891e+00  5.52268042e-01  1.49331884e-01
  7.51662775e-01 -1.74833042e+02]",-293597.10913906136,22.574902620748617
1487,3.446938775510204,-0.6,"[ 2.99393579e-02  7.99857891e+00  5.52267783e-01  1.49331843e-01
  7.51664729e-01 -1.74833030e+02]",-293597.1798106649,22.504231017199345
1488,3.446938775510204,-0.55,"[ 2.99377441e-02  7.99857891e+00  5.52268041e-01  1.49331763e-01
  7.51664797e-01 -1.74833029e+02]",-293597.25856725045,22.425474431656767
1489,3.446938775510204,-0.5,"[ 2.99377131e-02  7.99857891e+00  5.52268046e-01  1.49331761e-01
  7.51664800e-01 -1.74833029e+02]",-293597.34659109963,22.337450582475867
1490,3.446938775510204,-0.44999999999999996,"[ 2.99370973e-02  7.99857891e+00  5.52267984e-01  1.49331732e-01
  7.51664853e-01 -1.74833029e+02]",-293597.44493258884,22.239109093265142
1491,3.446938775510204,-0.3999999999999999,"[ 2.99359729e-02  7.99857891e+00  5.52268146e-01  1.49331678e-01
  7.51664687e-01 -1.74833029e+02]",-293597.5547436295,22.129298052634113
1492,3.446938775510204,-0.35,"[ 2.94394007e-02  7.99857893e+00  5.52268043e-01  1.49305047e-01
  7.51664587e-01 -1.74833002e+02]",-293597.6785815676,22.005460114509333
1493,3.446938775510204,-0.29999999999999993,"[ 2.94394007e-02  7.99857893e+00  5.52268043e-01  1.49305047e-01
  7.51664587e-01 -1.74833002e+02]",-293597.81605310127,21.867988580837846
1494,3.446938775510204,-0.25,"[ 2.94393798e-02  7.99857893e+00  5.52268046e-01  1.49305046e-01
  7.51664588e-01 -1.74833002e+02]",-293597.96925226186,21.714789420249872
1495,3.446938775510204,-0.19999999999999996,"[ 2.90590259e-02  7.99857893e+00  5.52268037e-01  1.49276890e-01
  7.51664076e-01 -1.74832980e+02]",-293598.14072172705,21.543319955060724
1496,3.446938775510204,-0.1499999999999999,"[ 2.90589734e-02  7.99857893e+00  5.52268045e-01  1.49276888e-01
  7.51664081e-01 -1.74832980e+02]",-293598.3313509471,21.35269073501695
1497,3.446938775510204,-0.09999999999999998,"[ 2.86845515e-02  7.99857893e+00  5.52268047e-01  1.49013389e-01
  7.51657534e-01 -1.74832959e+02]",-293598.5455435745,21.138498107611667
1498,3.446938775510204,-0.04999999999999993,"[ 2.85257633e-02  7.99857893e+00  5.52268083e-01  1.48996644e-01
  7.51664329e-01 -1.74832951e+02]",-293598.782328619,20.9017130631255
1499,3.446938775510204,0.0,"[ 2.85254320e-02  7.99857893e+00  5.52268050e-01  1.48996629e-01
  7.51664358e-01 -1.74832951e+02]",-293599.0449523724,20.63908930972684
1500,3.446938775510204,0.050000000000000044,"[ 2.82036228e-02  7.99857893e+00  5.52267810e-01  1.49001145e-01
  7.48332305e-01 -1.74832654e+02]",-293599.34144728165,20.34259440045571
1501,3.446938775510204,0.10000000000000009,"[ 2.76712115e-02  7.99857892e+00  5.52268762e-01  1.48996643e-01
  7.48337034e-01 -1.74832622e+02]",-293599.67164739344,20.012394288671203
1502,3.446938775510204,0.15000000000000013,"[ 2.73361049e-02  7.99857892e+00  5.52268046e-01  1.48996801e-01
  7.48332010e-01 -1.74832602e+02]",-293600.0366982463,19.64734343579039
1503,3.446938775510204,0.20000000000000018,"[ 2.69823999e-02  7.99857957e+00  5.52268242e-01  1.48996643e-01
  7.48338019e-01 -1.74832579e+02]",-293600.4398217926,19.24421988951508
1504,3.446938775510204,0.25,"[ 2.65658815e-02  7.99857957e+00  5.52268042e-01  1.48996648e-01
  7.48331428e-01 -1.74832553e+02]",-293600.8843470112,18.79969467088813
1505,3.446938775510204,0.30000000000000004,"[ 2.65656560e-02  7.99857957e+00  5.52268075e-01  1.48996637e-01
  7.48331449e-01 -1.74832553e+02]",-293601.3717090471,18.312332634988707
1506,3.446938775510204,0.3500000000000001,"[ 2.55523486e-02  7.99857957e+00  5.52261727e-01  1.48996644e-01
  7.48333109e-01 -1.74832484e+02]",-293601.90935105615,17.774690625956282
1507,3.446938775510204,0.40000000000000013,"[ 2.50164017e-02  7.99857957e+00  5.52268027e-01  1.48996644e-01
  7.48331934e-01 -1.74832442e+02]",-293602.4963519657,17.18768971640384
1508,3.446938775510204,0.4500000000000002,"[ 2.43150967e-02  7.99857959e+00  5.52268031e-01  1.48997126e-01
  7.48332420e-01 -1.74832399e+02]",-293603.13606949634,16.54797218577005
1509,3.446938775510204,0.5,"[ 2.36198088e-02  7.99857959e+00  5.52268046e-01  1.48996644e-01
  7.48331460e-01 -1.74832357e+02]",-293603.83094358764,15.853098094463348
1510,3.446938775510204,0.55,"[ 2.36195873e-02  7.99857959e+00  5.52268078e-01  1.48996633e-01
  7.48331480e-01 -1.74832357e+02]",-293604.5782085392,15.105833142879419
1511,3.446938775510204,0.6000000000000001,"[ 2.22010543e-02  7.99857159e+00  5.52268045e-01  1.49059300e-01
  7.48116808e-01 -1.74832268e+02]",-293605.3868293243,14.297212357807439
1512,3.446938775510204,0.6500000000000001,"[ 2.09488502e-02  7.99857159e+00  5.52268049e-01  1.48996800e-01
  7.48245138e-01 -1.74832177e+02]",-293606.2547889128,13.429252769332379
1513,3.446938775510204,0.7000000000000002,"[ 1.97667117e-02  7.99857145e+00  5.52272268e-01  1.48996660e-01
  7.48043178e-01 -1.74832088e+02]",-293607.1728947771,12.511146905017085
1514,3.446938775510204,0.75,"[ 1.85541661e-02  7.99857153e+00  5.52268050e-01  1.48996316e-01
  7.47868828e-01 -1.74831992e+02]",-293608.1405846757,11.543457006395329
1515,3.446938775510204,0.8,"[ 1.22992581e-02  7.99857153e+00  5.54565872e-01  1.48963296e-01
  6.74536871e-01 -1.74830232e+02]",-293612.6101436111,7.073898071015719
1516,3.446938775510204,0.8500000000000001,"[ 9.29893385e-03  7.99857153e+00  5.52268678e-01  1.48996536e-01
  6.74535827e-01 -1.74829593e+02]",-293613.64531834214,6.038723339966964
1517,3.446938775510204,0.9000000000000001,"[ 7.00815678e-03  7.99857153e+00  5.52268101e-01  1.48996643e-01
  6.74536889e-01 -1.74829207e+02]",-293614.5168343365,5.167207345599309
1518,3.446938775510204,0.9500000000000002,"[ 4.57497355e-03  7.99857153e+00  5.52265567e-01  1.48996644e-01
  6.74501869e-01 -1.74828790e+02]",-293615.2370617351,4.4469799469807185
1519,3.446938775510204,1.0,"[ 1.84971866e-03  7.99857153e+00  5.52265492e-01  1.48996642e-01
  6.74779350e-01 -1.74828343e+02]",-293615.74063951644,3.9434021656634286
1520,3.446938775510204,1.0500000000000003,"[-7.61502052e-04  7.99857153e+00  5.52268041e-01  1.49330186e-01
  6.78233367e-01 -1.74827769e+02]",-293615.9746527155,3.709388966613915
1521,3.446938775510204,1.1,"[-3.51950586e-03  7.99857153e+00  5.49304354e-01  1.49331700e-01
  6.78232998e-01 -1.74825638e+02]",-293615.862004425,3.8220372570795007
1522,3.446938775510204,1.15,"[-6.22542108e-03  7.99857153e+00  5.47723188e-01  1.49330712e-01
  6.81908524e-01 -1.74824688e+02]",-293615.3933725868,4.290669095295016
1523,3.446938775510204,1.2000000000000002,"[-9.35569962e-03  7.99857153e+00  5.47722471e-01  1.49334137e-01
  6.85565451e-01 -1.74824055e+02]",-293614.40221329505,5.28182838705834
1524,3.446938775510204,1.25,"[-1.24065697e-02  7.99857153e+00  5.47722373e-01  1.49331832e-01
  6.91083063e-01 -1.74823483e+02]",-293612.8537212961,6.830320385983214
1525,3.446938775510204,1.3000000000000003,"[-4.16363783e-03  7.99854696e+00  5.47722972e-01  1.49331836e-01
  7.54584337e-01 -1.74823116e+02]",-293615.8970052978,3.7870363842812367
1526,3.446938775510204,1.35,"[-7.62254625e-03  7.99854696e+00  5.47722857e-01  1.49331398e-01
  7.54984416e-01 -1.74822995e+02]",-293615.2707048866,4.4133367955219
