,GAMMA,gamma,x_vals,llh,delta_llh
1925,6.040816326530612,3.7159999999999997,"[ 2.43654360e-03  7.96612497e-01  5.52268042e-01  1.49331820e-01
  6.70820401e-01 -1.18942961e+02]",-293614.9178089126,6.422930654720403
1926,6.040816326530612,3.7479999999999998,"[ 1.88937404e-03  7.95157641e-01  5.52268049e-01  1.49328451e-01
  6.70821420e-01 -1.18942974e+02]",-293614.2868328215,7.053906745801214
1927,6.040816326530612,3.78,"[ 3.90913495e-03  7.59219670e-01  5.52268020e-01  1.49330849e-01
  6.70820342e-01 -1.18943576e+02]",-293613.6966803899,7.644059177371673
1928,6.040816326530612,3.812,"[ 4.69097378e-03  7.38494697e-01  5.52268054e-01  1.49330469e-01
  6.70820207e-01 -1.18943869e+02]",-293613.0962588199,8.244480747380294
1929,6.040816326530612,3.8439999999999994,"[ 4.07601780e-03  7.36731885e-01  5.52268044e-01  1.49329737e-01
  6.70821010e-01 -1.18943892e+02]",-293612.4838891731,8.85685039422242
1930,6.040816326530612,3.8759999999999994,"[ 6.26218716e-03  6.94153473e-01  5.52268041e-01  1.49326361e-01
  6.70820386e-01 -1.18944526e+02]",-293611.9320501031,9.408689464209601
1931,6.040816326530612,3.9079999999999995,"[ 6.26192647e-03  6.94152775e-01  5.52268079e-01  1.49326374e-01
  6.70820430e-01 -1.18944526e+02]",-293611.3428084637,9.997931103571318
1932,6.040816326530612,3.9399999999999995,"[ 7.86824529e-03  6.45730160e-01  5.52266006e-01  1.49271965e-01
  6.70820394e-01 -1.18945277e+02]",-293610.8323966203,10.508342946995981
1933,6.040816326530612,3.9719999999999995,"[ 8.66932936e-03  6.20050615e-01  5.52268022e-01  1.49331841e-01
  6.70820363e-01 -1.18945565e+02]",-293610.3115231721,11.029216395225376
1934,6.040816326530612,4.004,"[ 9.54495419e-03  5.94108932e-01  5.52267994e-01  1.49331841e-01
  6.70829491e-01 -1.18945870e+02]",-293609.81045668124,11.530282886058558
1935,6.040816326530612,4.036,"[ 1.02890887e-02  5.66357735e-01  5.52267784e-01  1.49331837e-01
  6.70820921e-01 -1.18946937e+02]",-293609.3310778981,12.009661669202615
1936,6.040816326530612,4.068,"[ 1.00410024e-02  5.65737811e-01  5.52263962e-01  1.49324669e-01
  6.70820393e-01 -1.18946942e+02]",-293608.84254028706,12.498199280234985
1937,6.040816326530612,4.1,"[ 1.17661746e-02  5.10429255e-01  5.52267733e-01  1.49331831e-01
  6.70820335e-01 -1.18947860e+02]",-293608.43573772156,12.90500184573466
1938,6.204081632653061,2.5,"[ 2.01920965e-02  4.27801843e-02  5.52268067e-01  1.49326295e-01
  6.70820384e-01 -1.18998672e+02]",-293610.57448517164,10.76625439565396
1939,6.204081632653061,2.532,"[ 1.93242732e-02  1.11852420e-01  5.52268045e-01  1.49288447e-01
  6.70820371e-01 -1.18997835e+02]",-293611.3129326911,10.02780687622726
1940,6.204081632653061,2.564,"[ 1.82975882e-02  1.79644664e-01  5.52268045e-01  1.49293002e-01
  6.70821077e-01 -1.18997572e+02]",-293612.0459567772,9.294782790122554
1941,6.204081632653061,2.596,"[ 1.74501463e-02  2.38137370e-01  5.52267826e-01  1.49255462e-01
  6.70823546e-01 -1.18976146e+02]",-293612.77042146394,8.570318103360478
1942,6.204081632653061,2.628,"[ 1.65001050e-02  2.95901351e-01  5.52267995e-01  1.49331612e-01
  6.70820564e-01 -1.18975886e+02]",-293613.4834981921,7.857241375197191
1943,6.204081632653061,2.66,"[ 1.55557938e-02  3.50458435e-01  5.52268041e-01  1.49295600e-01
  6.70820420e-01 -1.18975378e+02]",-293614.1817559972,7.158983570116106
1944,6.204081632653061,2.692,"[ 1.45243288e-02  4.00778553e-01  5.52268024e-01  1.49331464e-01
  6.70820389e-01 -1.18975413e+02]",-293614.8634327152,6.477306852117181
1945,6.204081632653061,2.7239999999999998,"[ 1.54869017e-02  4.02354390e-01  5.52267991e-01  1.49311637e-01
  6.70820173e-01 -1.18975407e+02]",-293615.4216472731,5.919092294177972
1946,6.204081632653061,2.756,"[ 1.24684736e-02  4.94066405e-01  5.52268034e-01  1.49319789e-01
  6.70820385e-01 -1.18974627e+02]",-293616.1668092771,5.17393029021332
1947,6.204081632653061,2.788,"[ 1.14517019e-02  5.36400270e-01  5.52268371e-01  1.49331839e-01
  6.70820415e-01 -1.18974710e+02]",-293616.7839950838,4.556744483474176
1948,6.204081632653061,2.82,"[ 1.21495756e-02  5.37709103e-01  5.52267881e-01  1.48996645e-01
  6.70814467e-01 -1.18974710e+02]",-293617.29318376293,4.04755580436904
1949,6.204081632653061,2.852,"[ 1.21618690e-02  5.37742311e-01  5.52271236e-01  1.48995532e-01
  6.70818309e-01 -1.18974709e+02]",-293617.6313945864,3.709344980889
1950,6.204081632653061,2.884,"[ 8.33741397e-03  6.47291812e-01  5.52267808e-01  1.49331683e-01
  6.70820388e-01 -1.18974119e+02]",-293618.4659885785,2.8747509887907654
1951,6.204081632653061,2.916,"[ 9.01972007e-03  6.48240177e-01  5.52258302e-01  1.49303808e-01
  6.70820386e-01 -1.18974123e+02]",-293618.8975162387,2.443223328620661
1952,6.204081632653061,2.948,"[ 5.98855919e-03  7.08819241e-01  5.52268065e-01  1.49267947e-01
  6.70820341e-01 -1.18973382e+02]",-293619.4147949476,1.925944619695656
1953,6.204081632653061,2.98,"[ 6.65657546e-03  7.09726567e-01  5.52182124e-01  1.49316821e-01
  6.70820393e-01 -1.18973386e+02]",-293619.77827679215,1.562462775153108
1954,6.204081632653061,3.012,"[ 7.61758405e-03  7.11035259e-01  5.52268050e-01  1.49324023e-01
  6.70820389e-01 -1.18973375e+02]",-293620.0215607716,1.3191787956748158
1955,6.204081632653061,3.044,"[ 3.61215928e-03  7.84378746e-01  5.52264344e-01  1.49331839e-01
  6.70821940e-01 -1.18972447e+02]",-293620.5160662842,0.8246732830884866
1956,6.204081632653061,3.0759999999999996,"[ 2.69766626e-03  8.05311862e-01  5.52268020e-01  1.49312580e-01
  6.70820364e-01 -1.18972494e+02]",-293620.7826950218,0.5580445455270819
1957,6.204081632653061,3.1079999999999997,"[ 2.69788411e-03  8.05312123e-01  5.52268047e-01  1.49312591e-01
  6.70820399e-01 -1.18972494e+02]",-293620.9680998131,0.37263975420501083
1958,6.204081632653061,3.1399999999999997,"[ 1.19157761e-03  8.39993615e-01  5.52267253e-01  1.49331169e-01
  6.70818346e-01 -1.18973625e+02]",-293621.14749300753,0.1932465597637929
1959,6.204081632653061,3.1719999999999997,"[ 1.20292734e-03  8.40006800e-01  5.52267703e-01  1.49331836e-01
  6.70820385e-01 -1.18973626e+02]",-293621.2256448398,0.11509472748730332
1960,6.204081632653061,3.2039999999999997,"[-5.17049075e-06  8.65868189e-01  5.52268041e-01  1.49329105e-01
  6.70820041e-01 -1.18973669e+02]",-293621.2731990937,0.06754047359572724
1961,6.204081632653061,3.2359999999999998,"[-4.23001013e-06  8.65869256e-01  5.52268180e-01  1.49329152e-01
  6.70820200e-01 -1.18973669e+02]",-293621.23532755167,0.10541201563319191
1962,6.204081632653061,3.268,"[-1.77141757e-04  8.66959021e-01  5.52268022e-01  1.49331497e-01
  6.70820410e-01 -1.18973752e+02]",-293621.12866761273,0.21207195456372574
1963,6.204081632653061,3.3,"[ 3.96949091e-04  8.67626508e-01  5.52268043e-01  1.49327773e-01
  6.70820163e-01 -1.18973758e+02]",-293620.95956953266,0.3811700346414
1964,6.204081632653061,3.332,"[ 3.94976913e-04  8.67628740e-01  5.52268246e-01  1.49327875e-01
  6.70820522e-01 -1.18973758e+02]",-293620.73224486725,0.6084947000490502
1965,6.204081632653061,3.364,"[-2.65613003e-04  8.68406508e-01  5.52268045e-01  1.49324662e-01
  6.70823001e-01 -1.18973766e+02]",-293620.4566317915,0.8841077758115716
1966,6.204081632653061,3.396,"[-1.52866000e-03  8.92693774e-01  5.52268043e-01  1.49325413e-01
  6.70820731e-01 -1.18950526e+02]",-293620.18345077767,1.1572887896327302
1967,6.204081632653061,3.428,"[-1.53112369e-03  8.92693158e-01  5.52267551e-01  1.49325657e-01
  6.70820390e-01 -1.18950526e+02]",-293619.80566661747,1.535072949831374
1968,6.204081632653061,3.46,"[-1.57055054e-03  8.92659630e-01  5.52267990e-01  1.49331839e-01
  6.70820522e-01 -1.18950527e+02]",-293619.3791681288,1.9615714384708554
1969,6.204081632653061,3.492,"[-1.15134578e-03  8.82476797e-01  5.52267828e-01  1.49331723e-01
  6.70820385e-01 -1.18950563e+02]",-293618.9137230235,2.4270165438065305
1970,6.204081632653061,3.524,"[-1.15255161e-03  8.82475257e-01  5.52267998e-01  1.49331811e-01
  6.70820476e-01 -1.18950564e+02]",-293618.40506168705,2.935677880246658
1971,6.204081632653061,3.556,"[-4.64436936e-04  8.65837919e-01  5.52256446e-01  1.49331838e-01
  6.70820443e-01 -1.18950734e+02]",-293617.8734926037,3.46724696358433
1972,6.204081632653061,3.588,"[-6.75534594e-04  8.65459402e-01  5.52268047e-01  1.49330952e-01
  6.70824032e-01 -1.18950742e+02]",-293617.3035229146,4.037216652708594
1973,6.204081632653061,3.62,"[ 5.33814021e-04  8.42797434e-01  5.52267805e-01  1.49287507e-01
  6.70820392e-01 -1.18950951e+02]",-293616.72888441576,4.611855151539203
1974,6.204081632653061,3.6519999999999997,"[ 2.86486080e-04  8.42214939e-01  5.52265731e-01  1.49331836e-01
  6.70818718e-01 -1.18950959e+02]",-293616.11877733126,5.2219622360426
1975,6.204081632653061,3.6839999999999997,"[ 1.76722700e-03  8.13404013e-01  5.52267566e-01  1.49331685e-01
  6.70820393e-01 -1.18951297e+02]",-293615.5242285712,5.816510996082798
1976,6.204081632653061,3.7159999999999997,"[ 1.76334865e-03  8.13394565e-01  5.52268077e-01  1.49331827e-01
  6.70820359e-01 -1.18951297e+02]",-293614.89331828646,6.447421280841809
1977,6.204081632653061,3.7479999999999998,"[ 3.17685296e-03  7.78489028e-01  5.52267758e-01  1.49332749e-01
  6.70820391e-01 -1.18954465e+02]",-293614.3001884634,7.040551103884354
1978,6.204081632653061,3.78,"[ 2.52431180e-03  7.76783410e-01  5.52268044e-01  1.49329680e-01
  6.70820432e-01 -1.18954484e+02]",-293613.6724546332,7.66828493407229
1979,6.204081632653061,3.812,"[ 4.58812202e-03  7.39183705e-01  5.52268073e-01  1.49331837e-01
  6.70820392e-01 -1.18955013e+02]",-293613.09274516633,8.24799440096831
1980,6.204081632653061,3.8439999999999994,"[ 3.82385016e-03  7.37076049e-01  5.52261080e-01  1.49331836e-01
  6.70820191e-01 -1.18955040e+02]",-293612.47876715276,8.861972414539196
1981,6.204081632653061,3.8759999999999994,"[ 6.43764781e-03  6.94553455e-01  5.52268042e-01  1.49244024e-01
  6.70820401e-01 -1.18955548e+02]",-293611.92905994126,9.411679626035038
1982,6.204081632653061,3.9079999999999995,"[ 5.50318675e-03  6.92045438e-01  5.52264353e-01  1.49311993e-01
  6.70820505e-01 -1.18955586e+02]",-293611.3449581373,9.995781429985072
1983,6.204081632653061,3.9399999999999995,"[ 7.88220813e-03  6.45612119e-01  5.52267998e-01  1.49331837e-01
  6.70821063e-01 -1.18956265e+02]",-293610.8311183804,10.509621186880395
1984,6.204081632653061,3.9719999999999995,"[ 7.21068903e-03  6.43831350e-01  5.52243007e-01  1.49331837e-01
  6.70820719e-01 -1.18956288e+02]",-293610.2821889672,11.058550600078888
1985,6.204081632653061,4.004,"[ 9.49082380e-03  5.93508520e-01  5.52267777e-01  1.49330739e-01
  6.70820391e-01 -1.18957309e+02]",-293609.80986074224,11.53087882505497
1986,6.204081632653061,4.036,"[ 9.31249511e-03  5.93051398e-01  5.52262880e-01  1.49332576e-01
  6.70820390e-01 -1.18957314e+02]",-293609.29960540374,12.041134163562674
1987,6.204081632653061,4.068,"[ 1.08227087e-02  5.45183717e-01  5.52267053e-01  1.49331837e-01
  6.70820490e-01 -1.18958118e+02]",-293608.8705424467,12.470197120623197
1988,6.204081632653061,4.1,"[ 9.92308189e-03  5.42889255e-01  5.52268047e-01  1.49317494e-01
  6.70820862e-01 -1.18958149e+02]",-293608.3917992322,12.94894033507444
1989,6.367346938775509,2.5,"[ 1.99533383e-02  6.68131781e-02  5.52268052e-01  1.49252205e-01
  6.70816439e-01 -1.19015973e+02]",-293611.01186331664,10.328876250656322
1990,6.367346938775509,2.532,"[ 1.87966269e-02  1.34744558e-01  5.52268076e-01  1.49331837e-01
  6.70820920e-01 -1.19015743e+02]",-293611.72612115205,9.614618415245786
1991,6.367346938775509,2.564,"[ 1.80210523e-02  1.96297213e-01  5.52217144e-01  1.48998767e-01
  6.70821161e-01 -1.19013744e+02]",-293612.42951089656,8.911228670738637
1992,6.367346938775509,2.596,"[ 1.71268811e-02  2.54702536e-01  5.52267940e-01  1.49327998e-01
  6.70820391e-01 -1.19013547e+02]",-293613.12534441974,8.215395147562958
1993,6.367346938775509,2.628,"[ 1.81051931e-02  2.56443921e-01  5.52268051e-01  1.49330816e-01
  6.70820496e-01 -1.19013553e+02]",-293613.68734032725,7.6533992400509305
1994,6.367346938775509,2.66,"[ 1.51011042e-02  3.63884160e-01  5.52268044e-01  1.49309033e-01
  6.70821949e-01 -1.19012431e+02]",-293614.47268563014,6.868053937156219
1995,6.367346938775509,2.692,"[ 1.55251446e-02  3.64606771e-01  5.52268034e-01  1.49333781e-01
  6.70781630e-01 -1.19012428e+02]",-293615.02102030144,6.319719265855383
1996,6.367346938775509,2.7239999999999998,"[ 1.34459025e-02  4.51834631e-01  5.52268044e-01  1.49093140e-01
  6.70801985e-01 -1.19011720e+02]",-293615.75180910795,5.588930459343828
1997,6.367346938775509,2.756,"[ 1.21779306e-02  5.01696081e-01  5.52268043e-01  1.49331680e-01
  6.70829147e-01 -1.19015185e+02]",-293616.3671592799,4.973580287420191
1998,6.367346938775509,2.788,"[ 1.12424408e-02  5.42638308e-01  5.52268011e-01  1.49330927e-01
  6.70820371e-01 -1.19015264e+02]",-293616.95776682196,4.382972745341249
1999,6.367346938775509,2.82,"[ 1.10951223e-02  5.45123531e-01  5.52268029e-01  1.49301179e-01
  6.70820384e-01 -1.19015275e+02]",-293617.4492915053,3.8914480619714595
2000,6.367346938775509,2.852,"[ 9.31683375e-03  6.16160861e-01  5.52268042e-01  1.49199902e-01
  6.70829331e-01 -1.19014996e+02]",-293618.0619706797,3.2787688876269385
2001,6.367346938775509,2.884,"[ 9.92004314e-03  6.17518422e-01  5.52266750e-01  1.49331837e-01
  6.70814898e-01 -1.19015000e+02]",-293618.50218024553,2.838559321768116
2002,6.367346938775509,2.916,"[ 7.00658776e-03  6.83424062e-01  5.52268048e-01  1.49137504e-01
  6.70848018e-01 -1.19014752e+02]",-293619.04645524896,2.2942843183409423
2003,6.367346938775509,2.948,"[ 6.24940181e-03  7.11449860e-01  5.52268042e-01  1.49330215e-01
  6.70820237e-01 -1.19014731e+02]",-293619.4878819213,1.8528576460084878
2004,6.367346938775509,2.98,"[ 5.27579932e-03  7.38856875e-01  5.52266978e-01  1.49244943e-01
  6.70820381e-01 -1.19014743e+02]",-293619.887101186,1.4536383813247085
2005,6.367346938775509,3.012,"[ 4.54653323e-03  7.61036597e-01  5.52235878e-01  1.49115141e-01
  6.70820286e-01 -1.19021184e+02]",-293620.2415969039,1.0991426634136587
2006,6.367346938775509,3.044,"[ 3.56658360e-03  7.85881311e-01  5.52268048e-01  1.49331467e-01
  6.70820389e-01 -1.19021284e+02]",-293620.55200671067,0.788732856628485
2007,6.367346938775509,3.0759999999999996,"[ 3.67241975e-03  7.86010889e-01  5.52268043e-01  1.49331628e-01
  6.70821573e-01 -1.19021285e+02]",-293620.7784262678,0.5623132995096967
2008,6.367346938775509,3.1079999999999997,"[ 1.88098929e-03  8.24813051e-01  5.52268036e-01  1.49311899e-01
  6.70820399e-01 -1.19021366e+02]",-293621.013841399,0.32689816830679774
2009,6.367346938775509,3.1399999999999997,"[ 1.88115825e-03  8.24813250e-01  5.52268049e-01  1.49311908e-01
  6.70820384e-01 -1.19021366e+02]",-293621.1413010964,0.1994384708814323
2010,6.367346938775509,3.1719999999999997,"[ 2.60849532e-03  8.25692750e-01  5.52267947e-01  1.49331824e-01
  6.70820387e-01 -1.19021370e+02]",-293621.1843262572,0.15641331009101123
2011,6.367346938775509,3.2039999999999997,"[ 2.60781095e-03  8.25693552e-01  5.52268049e-01  1.49331828e-01
  6.70820493e-01 -1.19021370e+02]",-293621.1511543834,0.18958518392173573
2012,6.367346938775509,3.2359999999999998,"[ 1.56642678e-03  8.27006876e-01  5.52268042e-01  1.49331845e-01
  6.70820232e-01 -1.19021358e+02]",-293621.0587671659,0.28197240142617375
2013,6.367346938775509,3.268,"[-7.93030151e-04  8.82443192e-01  5.52268045e-01  1.49331846e-01
  6.70816036e-01 -1.19021111e+02]",-293621.1499512624,0.19078830489888787
2014,6.367346938775509,3.3,"[-7.91446726e-04  8.82473603e-01  5.52265379e-01  1.49329903e-01
  6.70820409e-01 -1.19021111e+02]",-293620.990528153,0.3502114142756909
2015,6.367346938775509,3.332,"[-7.88388069e-04  8.82493210e-01  5.52268045e-01  1.49330811e-01
  6.70819435e-01 -1.19021112e+02]",-293620.77009881835,0.5706407489487901
2016,6.367346938775509,3.364,"[-7.89159918e-04  8.82506791e-01  5.52268049e-01  1.49331836e-01
  6.70820388e-01 -1.19021112e+02]",-293620.49438887404,0.8463506932603195
2017,6.367346938775509,3.396,"[-7.89179076e-04  8.82506827e-01  5.52268045e-01  1.49331834e-01
  6.70820393e-01 -1.19021112e+02]",-293620.16766378056,1.1730757867335342
2018,6.367346938775509,3.428,"[-7.89180381e-04  8.82506829e-01  5.52268045e-01  1.49331834e-01
  6.70820393e-01 -1.19021112e+02]",-293619.7931761558,1.547563411470037
2019,6.367346938775509,3.46,"[-7.89180430e-04  8.82506829e-01  5.52268045e-01  1.49331834e-01
  6.70820393e-01 -1.19021112e+02]",-293619.37306791235,1.9676716549438424
2020,6.367346938775509,3.492,"[-7.89290320e-04  8.82506805e-01  5.52268034e-01  1.49331840e-01
  6.70820385e-01 -1.19021112e+02]",-293618.9085138157,2.432225751574151
2021,6.367346938775509,3.524,"[-7.89422386e-04  8.82506610e-01  5.52268043e-01  1.49331829e-01
  6.70820405e-01 -1.19021112e+02]",-293618.39979342587,2.940946141432505
2022,6.367346938775509,3.556,"[-1.69019587e-03  8.79765100e-01  5.52268042e-01  1.49329811e-01
  6.70819348e-01 -1.19021145e+02]",-293617.8545588334,3.4861807338893414
2023,6.367346938775509,3.588,"[ 4.49868531e-05  8.55146997e-01  5.52268051e-01  1.49308032e-01
  6.70821650e-01 -1.19021426e+02]",-293617.307963222,4.032776345324237
2024,6.367346938775509,3.62,"[-2.77762288e-04  8.54455805e-01  5.52268043e-01  1.49331820e-01
  6.70820376e-01 -1.19021467e+02]",-293616.716396981,4.624342586321291
2025,6.367346938775509,3.6519999999999997,"[ 1.11618245e-03  8.29126146e-01  5.52267956e-01  1.49331836e-01
  6.70820408e-01 -1.19021711e+02]",-293616.1288683027,5.211871264618821
2026,6.367346938775509,3.6839999999999997,"[ 5.97509375e-04  8.27912280e-01  5.52259081e-01  1.49330900e-01
  6.70820390e-01 -1.19021726e+02]",-293615.5075315256,5.8332080416730605
2027,6.367346938775509,3.7159999999999997,"[ 2.43955298e-03  7.97871632e-01  5.52268047e-01  1.49317723e-01
  6.70792605e-01 -1.19022211e+02]",-293614.9094058075,6.4313337597996
2028,6.367346938775509,3.7479999999999998,"[ 2.10769824e-03  7.96961018e-01  5.52240824e-01  1.49315098e-01
  6.70820391e-01 -1.19022223e+02]",-293614.27760290814,7.063136659155134
2029,6.367346938775509,3.78,"[ 4.01268508e-03  7.58900871e-01  5.52268053e-01  1.49331835e-01
  6.70821538e-01 -1.19022738e+02]",-293613.69150907855,7.649230488750618
2030,6.367346938775509,3.812,"[ 4.69793976e-03  7.38774846e-01  5.52268042e-01  1.49331022e-01
  6.70820396e-01 -1.19023252e+02]",-293613.0921597065,8.24857986078132
2031,6.367346938775509,3.8439999999999994,"[ 4.69737779e-03  7.38773326e-01  5.52268124e-01  1.49331050e-01
  6.70820356e-01 -1.19023252e+02]",-293612.4765888166,8.86415075068362
2032,6.367346938775509,3.8759999999999994,"[ 6.37266057e-03  6.93520350e-01  5.52266258e-01  1.49331845e-01
  6.70819763e-01 -1.19024110e+02]",-293611.9295903865,9.411149180785287
2033,6.367346938775509,3.9079999999999995,"[ 7.10479320e-03  6.70329751e-01  5.52268042e-01  1.49316865e-01
  6.70821632e-01 -1.19024385e+02]",-293611.37154097273,9.969198594568297
2034,6.367346938775509,3.9399999999999995,"[ 6.44094275e-03  6.68469660e-01  5.52268041e-01  1.49331057e-01
  6.70820794e-01 -1.19024406e+02]",-293610.80526472966,10.535474837641232
2035,6.367346938775509,3.9719999999999995,"[ 8.35402837e-03  6.20672039e-01  5.52266151e-01  1.49323036e-01
  6.70820393e-01 -1.19025136e+02]",-293610.3103448858,11.030394681496546
2036,6.367346938775509,4.004,"[ 9.47165472e-03  5.94053054e-01  5.52268055e-01  1.49331789e-01
  6.70820456e-01 -1.19025480e+02]",-293609.81070821517,11.5300313521293
2037,6.367346938775509,4.036,"[ 1.04390445e-02  5.65974728e-01  5.52266977e-01  1.49331429e-01
  6.70822749e-01 -1.19026236e+02]",-293609.3311301254,12.009609441913199
2038,6.367346938775509,4.068,"[ 1.09246295e-02  5.39451239e-01  5.52267903e-01  1.49331839e-01
  6.70822770e-01 -1.19026595e+02]",-293608.8732323581,12.467507209221367
2039,6.367346938775509,4.1,"[ 1.02705623e-02  5.37787991e-01  5.52267707e-01  1.49326062e-01
  6.70820386e-01 -1.19026619e+02]",-293608.4067433259,12.933996241423301
2040,6.530612244897958,2.5,"[ 1.94302262e-02  8.62027068e-02  5.52266981e-01  1.49331835e-01
  6.70820720e-01 -1.19080690e+02]",-293611.372457595,9.968281972280238
2041,6.530612244897958,2.532,"[ 1.85919937e-02  1.51584675e-01  5.52178894e-01  1.49316489e-01
  6.70820149e-01 -1.19080624e+02]",-293612.05705854774,9.283681019558571
2042,6.530612244897958,2.564,"[ 1.77424343e-02  2.10816484e-01  5.52267059e-01  1.49331173e-01
  6.70820393e-01 -1.19080614e+02]",-293612.73444703,8.606292537297122
2043,6.530612244897958,2.596,"[ 1.67253456e-02  2.66609368e-01  5.52268043e-01  1.49290190e-01
  6.70819805e-01 -1.19080629e+02]",-293613.39869855397,7.942041013331618
2044,6.530612244897958,2.628,"[ 1.59167168e-02  3.21065301e-01  5.52268003e-01  1.49330865e-01
  6.70820527e-01 -1.19080578e+02]",-293614.05101875385,7.289720813452732
2045,6.530612244897958,2.66,"[ 1.49905537e-02  3.70230908e-01  5.52268043e-01  1.49062354e-01
  6.70820399e-01 -1.19080378e+02]",-293614.68836582336,6.652373743942007
2046,6.530612244897958,2.692,"[ 1.40905622e-02  4.19548513e-01  5.52268043e-01  1.49328744e-01
  6.70820117e-01 -1.19080293e+02]",-293615.31290810235,6.027831464947667
2047,6.530612244897958,2.7239999999999998,"[ 1.49002838e-02  4.20834412e-01  5.52240852e-01  1.49330198e-01
  6.70820439e-01 -1.19080293e+02]",-293615.8263929878,5.514346579497214
2048,6.530612244897958,2.756,"[ 1.21342264e-02  5.08077525e-01  5.52268381e-01  1.49331845e-01
  6.70820328e-01 -1.19079670e+02]",-293616.50955458416,4.831184983137064
2049,6.530612244897958,2.788,"[ 1.29709326e-02  5.09351234e-01  5.52265541e-01  1.49306567e-01
  6.70820390e-01 -1.19079665e+02]",-293617.0005557961,4.340183771215379
2050,6.530612244897958,2.82,"[ 1.02385384e-02  5.85534709e-01  5.52267659e-01  1.49296547e-01
  6.70816258e-01 -1.19079270e+02]",-293617.62610378355,3.7146357837482356
2051,6.530612244897958,2.852,"[ 9.10345164e-03  6.20473726e-01  5.52268046e-01  1.49102033e-01
  6.70820387e-01 -1.19099000e+02]",-293618.14843715203,3.192302415263839
2052,6.530612244897958,2.884,"[ 9.50744422e-03  6.21072330e-01  5.52223052e-01  1.49132822e-01
  6.70820390e-01 -1.19098998e+02]",-293618.5767033902,2.764036177075468
2053,6.530612244897958,2.916,"[ 7.10977517e-03  6.84559803e-01  5.52268045e-01  1.49321209e-01
  6.70816481e-01 -1.19099021e+02]",-293619.1070673403,2.2336722270119935
2054,6.530612244897958,2.948,"[ 7.78587715e-03  6.85463216e-01  5.52268043e-01  1.49327482e-01
  6.70820550e-01 -1.19099025e+02]",-293619.4819786795,1.8587608878151514
2055,6.530612244897958,2.98,"[ 5.11357982e-03  7.40670804e-01  5.52268074e-01  1.49331843e-01
  6.70820986e-01 -1.19098514e+02]",-293619.9257634626,1.4149761046865024
2056,6.530612244897958,3.012,"[ 5.77276305e-03  7.41525580e-01  5.52268044e-01  1.49302524e-01
  6.70820391e-01 -1.19098518e+02]",-293620.2340444931,1.1066950741806068
2057,6.530612244897958,3.044,"[ 3.42641449e-03  7.87244125e-01  5.52268091e-01  1.49040015e-01
  6.70820213e-01 -1.19098328e+02]",-293620.5740747624,0.7666648048907518
2058,6.530612244897958,3.0759999999999996,"[ 3.96255359e-03  7.87900976e-01  5.52268044e-01  1.49077172e-01
  6.70820399e-01 -1.19098332e+02]",-293620.79756808834,0.5431714789592661
2059,6.530612244897958,3.1079999999999997,"[ 3.10608720e-03  7.89215015e-01  5.52268073e-01  1.49331836e-01
  6.70818914e-01 -1.19098282e+02]",-293620.9265457539,0.41419381339801475
2060,6.530612244897958,3.1399999999999997,"[ 1.27094965e-03  8.43438610e-01  5.52268049e-01  1.49004092e-01
  6.70818925e-01 -1.19096914e+02]",-293621.16830991005,0.17242965725017712
2061,6.530612244897958,3.1719999999999997,"[ 1.25609518e-03  8.43455917e-01  5.52266586e-01  1.49005049e-01
  6.70820389e-01 -1.19096915e+02]",-293621.243829942,0.09690962528111413
2062,6.530612244897958,3.2039999999999997,"[ 2.12580769e-04  8.65247564e-01  5.52282150e-01  1.49329445e-01
  6.70820393e-01 -1.19096994e+02]",-293621.28057796427,0.06016160303261131
2063,6.530612244897958,3.2359999999999998,"[-5.27398078e-04  8.76404587e-01  5.52260401e-01  1.49331836e-01
  6.70820281e-01 -1.19097060e+02]",-293621.2467895117,0.09395005559781566
2064,6.530612244897958,3.268,"[-3.61636817e-04  8.76581376e-01  5.52267931e-01  1.49327227e-01
  6.70820390e-01 -1.19097062e+02]",-293621.14586248744,0.19487707986263558
2065,6.530612244897958,3.3,"[-3.62860848e-04  8.76583934e-01  5.52268059e-01  1.49327398e-01
  6.70820526e-01 -1.19097062e+02]",-293620.9797012489,0.3610383183695376
2066,6.530612244897958,3.332,"[-1.39779661e-03  8.93633660e-01  5.52266272e-01  1.49325077e-01
  6.70820393e-01 -1.19097245e+02]",-293620.77799374243,0.5627458248636685
2067,6.530612244897958,3.364,"[-1.40685057e-03  8.93635752e-01  5.52268044e-01  1.49325684e-01
  6.70820040e-01 -1.19097245e+02]",-293620.5046432417,0.8360963255981915
2068,6.530612244897958,3.396,"[-1.40942857e-03  8.93636067e-01  5.52267824e-01  1.49325868e-01
  6.70820391e-01 -1.19097245e+02]",-293620.1771705489,1.1635690184193663
2069,6.530612244897958,3.428,"[-1.46643097e-03  8.93620972e-01  5.52268023e-01  1.49331835e-01
  6.70822362e-01 -1.19097246e+02]",-293619.79891694145,1.541822625847999
2070,6.530612244897958,3.46,"[-1.46664176e-03  8.93620773e-01  5.52268054e-01  1.49331839e-01
  6.70822345e-01 -1.19097246e+02]",-293619.37201675103,1.9687228162656538
2071,6.530612244897958,3.492,"[-2.06400773e-03  8.92406548e-01  5.52268042e-01  1.49331842e-01
  6.70820410e-01 -1.19097262e+02]",-293618.8998347651,2.4409048021771014
